Department,University,City/Cities,Marks required,Labs Avalible,Course Description,Admission dates,shifts,online,offered courses,clean_text
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tohoku Pharmaceutical University,Sendai,Medium,Yes,"Pharmacy, health sciences, life sciences, computing, and management with research labs.","April, October",Day,Partial,"BPharm, MSc",pharmacy   health sciences   life sciences   computing   management research lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tohoku University,Sendai,High,Yes,"Top national university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo Medical University,Tokyo,High,Yes,"Medicine, pharmacy, health sciences, and life sciences programs with strong lab and clinical focus.","April, October",Day,Partial,"MBBS, BPharm, MSc",medicine   pharmacy   health science   life science program strong lab clinical focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Agriculture,Tokyo,Medium,Yes,"Agriculture, life sciences, pharmacy, computing, health sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc",agriculture   life sciences   pharmacy   computing   health science   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Science,Tokyo,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, September",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Technology,Tokyo,Medium,Yes,"IT, engineering, health sciences, pharmacy, life sciences, management, and social sciences programs with labs.","April, September",Day,Partial,"BEng, BSc, MSc, PhD",  engineer   health science   pharmacy   life sciences   management   social science program lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Toyama University,Toyama,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Toyohashi University of Technology,Toyohashi,Medium,Yes,"Engineering, IT, health sciences, pharmacy, life sciences, management, and social sciences with strong lab focus.","April, October",Day,Partial,"BEng, BSc, MSc, PhD",engineer     health sciences   pharmacy   life sciences   management   social science strong lab focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tsukuba University,Tsukuba,High,Yes,"National university offering multi-disciplinary programs including computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offer multi disciplinary program include compute   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tsurumi University,Yokohama,Medium,Yes,"Health sciences, pharmacy, life sciences, management, social sciences, and computing. Focus on practical labs.","April, September",Day,Partial,"BA, BSc, BPharm",health sciences   pharmacy   life sciences   management   social science   compute   focus practical lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Fukui,Fukui,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social science program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Kitakyushu,Kitakyushu,Medium,Yes,"Multi-disciplinary programs including computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEn",multi disciplinary program include compute   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Toyama,Toyama,Medium,Yes,"Multi-disciplinary university with programs in IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",multi disciplinary university program   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Fukui,Fukui,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs and research-focused.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer   engineering   pharmacy   health science   life sciences   management   social sciences   lab research focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Kochi,Kochi,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences with lab emphasis.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social science lab emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Nagano,Nagano,Medium,Yes,"Multi-disciplinary university offering IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",multi disciplinary university offer   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Okayama,Okayama,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Strong research and lab focus.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer   engineering   pharmacy   health science   life sciences   management   social science   strong research lab focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Ryukyus,Okinawa,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Emphasis on labs and research.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social science   emphasis lab research
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Shimane,Matsue,Medium,Yes,"Multi-disciplinary programs including IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",multi disciplinary program include   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Shizuoka,Shizuoka,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Tottori,Tottori,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Focus on labs and research.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social science   focus lab research
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Toyama,Toyama,Medium,Yes,"Offers multi-disciplinary programs including computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer multi disciplinary program include compute   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",University of Tsuru,Yamanashi,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Focus on labs and practical learning.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science   focus lab practical learning
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Wakayama Medical University,Wakayama,High,Yes,"Specialized in medicine, pharmacy, health sciences, and life sciences with lab and clinical focus.","April, October",Day,Partial,"MBBS, BPharm, MSc",specialize medicine   pharmacy   health science   life science lab clinical focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Waseda University,Tokyo,High,Yes,"Private university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Emphasis on labs and research.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA, PhD",private university offering computing   engineering   pharmacy   health science   life sciences   management   social science   emphasis lab research
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama City University,Yokohama,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Lab and research-focused programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science   lab research focus program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama Sojo University,Yokohama,Medium,Yes,"Offers health sciences, life sciences, pharmacy, management, social sciences, and computing programs.","April, September",Day,Partial,"BA, BSc, BPharm",offer health science   life sciences   pharmacy   management   social science   compute program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama University of Pharmacy,Yokohama,Medium,Yes,"Specialized in pharmacy, health sciences, life sciences, and related programs with lab emphasis.","April, September",Day,Partial,"BPharm, MSc, PhD",specialize pharmacy   health sciences   life sciences   related program lab emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama College of Pharmacy,Yokohama,Medium,Yes,"Pharmacy, health sciences, life sciences, computing, and management programs. Focus on lab and research training.","April, September",Day,Partial,"BPharm, MSc",pharmacy   health sciences   life sciences   computing   management program   focus lab research training
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama National University of Commerce,Yokohama,Medium,Yes,"Offers management, social sciences, computing, life sciences, pharmacy, health sciences, and engineering programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer management   social science   compute   life science   pharmacy   health science   engineering program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yamaguchi Prefectural University,Yamaguchi,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama City College of Health Sciences,Yokohama,Medium,Yes,"Health sciences, life sciences, pharmacy, management, social sciences, and computing programs. Focus on labs and applied research.","April, September",Day,Partial,"BSc, BA, BPharm",health sciences   life sciences   pharmacy   management   social science   compute program   focus lab apply research
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Yokohama Sojo College,Yokohama,Medium,Yes,"Offers health sciences, life sciences, pharmacy, management, social sciences, and computing programs with lab emphasis.","April, September",Day,Partial,"BA, BSc, BPharm",offer health science   life sciences   pharmacy   management   social science   compute program lab emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Akita University,Akita,Medium,Yes,"Public university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Focus on labs and research.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",public university offering computing   engineering   pharmacy   health science   life sciences   management   social science   focus lab research
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Aichi Gakuin University,Nagoya,Medium,Yes,"Offers multi-disciplinary programs including computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, BEng, MSc",offer multi disciplinary program include compute   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Aichi Prefectural University,Nagoya,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Emphasis on labs and applied research.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science   emphasis lab apply research
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Aomori University,Aomori,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Chiba Institute of Technology,Chiba,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BEng, BSc, MSc, PhD",offer   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Chuo University,Tokyo,Medium,Yes,"Private university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA",private university offering computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Fukui University,Fukui,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Focus on lab-based learning.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science   focus lab base learn
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Fukuoka University,Fukuoka,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Applied research focus.","April, September",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science   apply research focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Fukuoka Institute of Technology,Fukuoka,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Strong lab programs.","April, October",Day,Partial,"BEng, BSc, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science   strong lab program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Hamamatsu University School of Medicine,Hamamatsu,High,Yes,"Specialized in medicine, pharmacy, health sciences, and life sciences with lab and clinical training.","April, October",Day,Partial,"MBBS, BPharm, MSc",specialize medicine   pharmacy   health science   life science lab clinical training
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Hokkai-Gakuen University,Sapporo,Medium,Yes,"Offers multi-disciplinary programs including IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer multi disciplinary program include   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Hiroshima University,Hiroshima,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs and research emphasized.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab research emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Hyogo University,Hyogo,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Lab emphasis.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science   lab emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Iwate Medical University,Iwate,High,Yes,"Medicine, pharmacy, health sciences, and life sciences programs with lab and clinical focus.","April, October",Day,Partial,"MBBS, BPharm, MSc",medicine   pharmacy   health science   life science program lab clinical focus
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Juntendo University,Tokyo,High,Yes,"Health sciences, pharmacy, life sciences, computing, and engineering programs. Strong lab and research programs.","April, September",Day,Partial,"BPharm, BSc, MSc",health sciences   pharmacy   life science   computing   engineering program   strong lab research program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kanazawa University,Kanazawa,High,Yes,"National university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences with lab-focused programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health science   life sciences   management   social science lab focus program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kanagawa University,Yokohama,Medium,Yes,"Private university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, September",Day,Partial,"BA, BSc, BEng, MSc",private university offering computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Keio University,Tokyo,High,Yes,"Top private university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA, PhD",private university offering computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kobe Pharmaceutical University,Kobe,Medium,Yes,"Specialized in pharmacy, health sciences, life sciences, and related programs with lab emphasis.","April, September",Day,Partial,"BPharm, MSc",specialize pharmacy   health sciences   life sciences   related program lab emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kochi University,Kochi,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Lab-focused programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science   lab focus program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kogakuin University,Tokyo,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Emphasis on labs.","April, September",Day,Partial,"BEng, BSc, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science   emphasis lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Konan University,Kobe,Medium,Yes,"Multi-disciplinary programs including IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, BEng, MSc",multi disciplinary program include   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyorin University,Tokyo,Medium,Yes,"Specialized in health sciences, life sciences, pharmacy, computing, and engineering programs. Labs emphasized.","April, September",Day,Partial,"BPharm, BSc, MSc",specialize health science   life sciences   pharmacy   computing   engineering program   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyushu Institute of Technology,Fukuoka,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Lab-based programs.","April, October",Day,Partial,"BEng, BSc, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science   lab base program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Kyushu Pharmaceutical University,Fukuoka,Medium,Yes,"Specialized in pharmacy, health sciences, life sciences, computing, and engineering.","April, September",Day,Partial,"BPharm, MSc",specialize pharmacy   health sciences   life sciences   computing   engineering
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Meiji Pharmaceutical University,Tokyo,Medium,Yes,"Specialized in pharmacy, health sciences, life sciences, computing, and engineering. Labs emphasized.","April, September",Day,Partial,"BPharm, MSc",specialize pharmacy   health sciences   life sciences   computing   engineering   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Miyazaki University,Miyazaki,Medium,Yes,"Offers multi-disciplinary programs including IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer multi disciplinary program include   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nagasaki University,Nagasaki,High,Yes,"National university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nagoya Institute of Technology,Nagoya,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Lab-focused programs.","April, October",Day,Partial,"BEng, BSc, MSc",offer   engineering   pharmacy   health science   life sciences   management   social science   lab focus program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nara Medical University,Nara,High,Yes,"Specialized in medicine, pharmacy, health sciences, and life sciences.","April, October",Day,Partial,"MBBS, BPharm, MSc",specialize medicine   pharmacy   health science   life science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Nippon Medical School,Tokyo,High,Yes,"Medicine, pharmacy, health sciences, and life sciences programs with lab and clinical emphasis.","April, September",Day,Partial,"MBBS, BPharm, MSc",medicine   pharmacy   health science   life science program lab clinical emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Niigata University of Health and Welfare,Niigata,Medium,Yes,"Health sciences, life sciences, pharmacy, computing, and management programs. Labs emphasized.","April, October",Day,Partial,"BSc, BPharm, MSc",health sciences   life sciences   pharmacy   computing   management program   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Osaka City University,Osaka,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences with lab-based programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social science lab base program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Osaka Institute of Technology,Osaka,Medium,Yes,"Offers IT, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BEng, BSc, MSc",offer   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Oita University,Oita,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs and research emphasized.","April, October",Day,Partial,"BA, BSc, BEng, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab research emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Okinawa Institute of Science and Technology,Okinawa,High,Yes,"Focused on computing, engineering, life sciences, and health sciences with research emphasis.","April, October",Day,Partial,"BSc, MSc, PhD",focus compute   engineering   life science   health science research emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Osaka University of Economics,Osaka,Medium,Yes,"Offers management, social sciences, computing, life sciences, pharmacy, health sciences, and engineering.","April, September",Day,Partial,"BA, BSc, BEng, MSc",offer management   social science   compute   life science   pharmacy   health science   engineering
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Rikkyo University,Tokyo,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, BEng, MSc, MBA",offer computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Ritsumeikan Asia Pacific University,Beppu,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, MSc",offer computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Showa University,Tokyo,Medium,Yes,"Specialized in health sciences, life sciences, pharmacy, computing, and engineering.","April, September",Day,Partial,"BPharm, BSc, MSc",specialize health science   life sciences   pharmacy   computing   engineering
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Showa Pharmaceutical University,Tokyo,Medium,Yes,"Focused on pharmacy, health sciences, life sciences, computing, and engineering with labs.","April, September",Day,Partial,"BPharm, MSc",focus pharmacy   health sciences   life sciences   computing   engineer lab
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Takasaki University of Health and Welfare,Gunma,Medium,Yes,"Health sciences, life sciences, pharmacy, computing, management, and social sciences. Labs emphasized.","April, October",Day,Partial,"BSc, BPharm, MSc",health sciences   life sciences   pharmacy   compute   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Teikyo Heisei University,Tokyo,Medium,Yes,"Health sciences, life sciences, pharmacy, computing, and management programs with lab emphasis.","April, September",Day,Partial,"BSc, BPharm, MSc",health sciences   life sciences   pharmacy   computing   management program lab emphasis
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Science,Tokyo,Medium,Yes,"Private university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences.","April, September",Day,Partial,"BA, BSc, BEng, MSc",private university offering computing   engineering   pharmacy   health science   life sciences   management   social science
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Agriculture and Technology,Tokyo,Medium,Yes,"Offers computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Labs emphasized.","April, September",Day,Partial,"BSc, BEng, MSc, PhD",offer computing   engineering   pharmacy   health science   life sciences   management   social sciences   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Foreign Studies,Tokyo,Medium,Yes,"Offers social sciences, management, computing, and life sciences programs.","April, September",Day,Partial,"BA, BSc, MSc",offer social science   management   computing   life science program
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tokyo University of Health Sciences,Tokyo,Medium,Yes,"Specialized in health sciences, pharmacy, life sciences, and computing. Labs emphasized.","April, September",Day,Partial,"BPharm, BSc, MSc",specialize health science   pharmacy   life sciences   compute   lab emphasize
"Computing & IT, Engineering, Health Sciences, Life Sciences, Management Sciences, Social Sciences, Pharmacy",Tohoku University,Sendai,High,Yes,"National university offering computing, engineering, pharmacy, health sciences, life sciences, management, and social sciences. Strong lab programs.","April, October",Day,Partial,"BA, BSc, BEng, MSc, PhD",national university offering computing   engineering   pharmacy   health science   life sciences   management   social science   strong lab program
